,If you like,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
-4561077506184283336,-4561077506184283336,-8343581376353287618,34557439830244258,-3125361793069842594,-873780453963615794,7.962608766252092e+18
-4552546534914807304,-4552546534914807304,-3130182799308303924,7191770005709670956,3455160158461205368,-282629989972409543,-6.468782714472551e+18
-4550355627706401135,-4550355627706401135,-9153494109165200346,-9172673334835262304,3965818599169726564,-8909927294729358771,6.797033574746412e+18
-4541461982704074404,-4541461982704074404,3761187656635209729,7938100642081250873,-456574518348806233,-4187268503708157132,-7.356135999773525e+18
-4531029390350541169,-4531029390350541169,-1706114177222872702,-1737937277055036780,7569814035922103969,3465127447598546258,-6.016433871633245e+18
-4524355549457527387,-4524355549457527387,-6858665134018491791,8947914348334479785,5962268176939710955,1434312143013787309,-4.761420664091904e+18
-4509487968959834430,-4509487968959834430,-5952729859839521828,880612740433495828,-7264217791213422584,-4133169317019898816,-8.222568914848295e+18
-4507929853521434970,-4507929853521434970,1618055575277164008,-1178371721262103855,-1472215866306072150,1554619040289415222,3.5331327949571384e+18
-4505450219733822767,-4505450219733822767,8969476626572775042,6915731723505426291,7965539599896143226,-43795168179752761,-3.400154175330059e+18
-4503975842879662368,-4503975842879662368,-5736221996280340620,-759389978085260161,4915137112517573184,-1573329182923097618,-8.203439729010902e+17
-4487024160266973763,-4487024160266973763,1981046186743381313,-3850803681204406658,7421641564256558176,-3951274083288934897,2.121807307434668e+18
-4485188959476061019,-4485188959476061019,-7796858148829878756,-8704908797766843570,654383168348870348,-3105075547863520421,-6.171950598721418e+18
-4483059513836093676,-4483059513836093676,-1081723567492738167,-1706114177222872702,-7454907763335725103,-6510151088126868601,-6.016433871633245e+18
-4475938295812802739,-4475938295812802739,-4718837078135183000,-1861959619649725543,3823268327704412514,2293315701090958124,-8.099709040471108e+18
-4469492210394109129,-4469492210394109129,-5037827401452845772,4460664691673874476,5772565485432112058,-958925381525830552,-4.977928818612292e+18
-4463029741564307314,-4463029741564307314,6868454399455433725,4555339116751579515,-6999287066519531005,-5017021199558167721,2.4350248348450427e+18
-4460374799273064357,-4460374799273064357,444378495316508239,2623290164732957912,-7033990154815318757,6778168087818060600,7.342707578347443e+18
-4458371007893120981,-4458371007893120981,-3059841990815099417,-1683903891018782242,5062670850994683718,5558603035498264655,3.884256359744616e+18
-4451918963121780798,-4451918963121780798,-3368357500455466403,7372398343609401828,5053372977408537204,-6644783190271298310,8.789407896263306e+18
-4434534460030275781,-4434534460030275781,-9216926795620865886,5162508842577612756,7521700660190108859,9136323715291453594,-9.691552301167288e+17
-4414039190127558142,-4414039190127558142,3058137260516373249,5293701842202310496,4866620033136147586,-8312968399134741370,4.125609302375935e+18
-4412848927260591416,-4412848927260591416,-4738242186452730534,2051327203770554158,-9103776596534246502,1117455951802655890,-8.286289711960957e+18
-4399400419562742528,-4399400419562742528,1431351528207086249,-7900768082301348135,-1868297195590431285,-1804728901674946596,4.4630255283743524e+18
-4386371945374980231,-4386371945374980231,6090089162789916215,-9157338616628196758,-3136683414587095274,-8658069499367979499,-8.937070974333045e+18
-4374331682165863764,-4374331682165863764,5156657166068502754,-6016433871633244814,4303142677581479651,3465127447598546258,-6.510151088126868e+18
-4358357193736101128,-4358357193736101128,1665726676688122621,-5088157426675091741,-2405892683303291957,3770082505811422124,2.3128169025421152e+17
-4351117979148287331,-4351117979148287331,-5820943153819992582,7986490214699943896,-6313130301986591995,8076265166566225141,9.028580484484027e+18
-4338308747999225618,-4338308747999225618,-5181489804915739633,1595230810451459837,-1137602700803601559,5314107418764884230,5.979676385148715e+18
-4336877432539963613,-4336877432539963613,-3723217532224917485,-9172673334835262304,-9153494109165200346,-5784991738549272379,-8.909927294729358e+18
-4336355219396419841,-4336355219396419841,8038154459609789205,-9045753673721269477,-5573840044320724169,-1313614305945895108,5.817939718364925e+18
-4333957157636611418,-4333957157636611418,5714874452041944640,7985545205318799060,-6884335507424704154,-1878128207048892154,-5.989749314869037e+18
-4333056764244640444,-4333056764244640444,4106497696154898573,-3790313320969344469,8814787788150050622,385212706171385893,3.0755642416453504e+18
-4320251915347436672,-4320251915347436672,9032993320407723266,-8141818108252244664,1436883058900979473,-1383778823073811714,6.439058322582971e+17
-4318248821095057296,-4318248821095057296,8962537427807366481,288653248451617914,-2555801390963402198,31349081826574004,-5.350793437550887e+18
-4316394955033262743,-4316394955033262743,8545647269051113523,1487738553913510703,1083474613819325601,3761187656635209729,3.929262240746147e+18
-4309525417316029305,-4309525417316029305,7926736692763443624,348632682812866328,-769212572760644334,-8717945432162716060,3.955415822724154e+16
-4303046765246718776,-4303046765246718776,-548976469460064550,1828340614995116767,372531153711028286,-1999468346928419252,-2.208293144000551e+18
-4295420427690447901,-4295420427690447901,5965544132537436406,-2139739377293212491,-5808672937983623398,3801064060797809024,8.20066291979601e+18
-4293262855938209141,-4293262855938209141,-6016433871633244814,3465127447598546258,-1737937277055036780,-720777800522871309,-1.7061141772228726e+18
-4280604324733069853,-4280604324733069853,-39485845307123560,-4608017393995766765,-2386148284399181873,-2896441888220202695,-8.88577609663273e+18
-4278025512576376201,-4278025512576376201,5302085907556673015,-7217198366041991957,9178250635927683,4109366816886873672,7.85102256481885e+18
-4270702541777554377,-4270702541777554377,-6858240061363309239,-8762137947059829459,3097721536109455446,-5778988730475305016,3.4651274475985464e+18
-4265002939801511319,-4265002939801511319,-4265002939801511319,-8418620743404378592,7059601745558171892,2434296883874412747,3.7264877922712666e+17
-4262964715347041233,-4262964715347041233,-4186591400427142356,4012770927504386801,8786528563105605644,1580124381109623727,-8.449536481786924e+18
-4248528062574538011,-4248528062574538011,-3265730906936163775,-5521549171704079872,-4248528062574538011,8962537427807366481,-5.500597021296521e+18
-4239579488204604851,-4239579488204604851,6634206168889468590,885269153482673496,6908884359295619150,7303676031229268527,7.203367456821805e+18
-4233809085822159066,-4233809085822159066,885269153482673496,3399073250354435892,7203367456821804602,7303676031229268527,6.908884359295619e+18
-4233177915193302509,-4233177915193302509,-3750879736572068916,6519443272707698315,-4483059513836093676,408569329455206654,5.827857898404399e+18
-4231142613423804992,-4231142613423804992,6798386551136144335,-2213320166727371491,5658615529969625284,-2477364558321255827,-2.375266175756883e+18
-4228415104574264137,-4228415104574264137,7631327570702153011,-1995591062742965408,5008913705695203000,-6369211973034956889,-1.9682515963932365e+18
-4218676349553328084,-4218676349553328084,2731915238980099593,895442114569096829,539980615899429566,-1870456025059842373,9.060231864899459e+18
-4216050818952952471,-4216050818952952471,3915768615016750361,6352416307575007029,8847604225354271039,-6463637573325658465,-3.6333000092064937e+18
-4205603734017049464,-4205603734017049464,5473340184873040894,-1511619461666295654,-4948717594596229869,4647928672998188259,5.701873751630397e+18
-4205346868684833897,-4205346868684833897,-5522643017727334716,-7202774608580336956,1318981494172475806,1662917027785920354,7.395435905985567e+18
-4201751526335049119,-4201751526335049119,-5257244885628286303,-3723217532224917485,6569463984699537820,-1021685224930603833,-4.089455027188314e+18
-4195851681734441295,-4195851681734441295,-6851425181090952724,7029834616968294970,-2373876979584952849,-2358756719610361882,-1.6347426679703636e+18
-4194520495766350572,-4194520495766350572,687641199951066750,-1852234953549915446,-8686523832043452855,3473173479782472081,-3.946932055798268e+18
-4187268503708157132,-4187268503708157132,8381798621267347902,8219310215587599928,-7356135999773525293,1433951803438448289,-4.187268503708157e+18
-4186591400427142356,-4186591400427142356,-4262964715347041233,4012770927504386801,1580124381109623727,8786528563105605644,-8.449536481786924e+18
-4163754746025598258,-4163754746025598258,9054050762437897017,3845974592165897942,4158328739563138055,-1243978819371381632,8.043566280997824e+16
-4158297476631283435,-4158297476631283435,4234941042749452539,7358145651645216086,-6466212324513658217,4916417766268744775,7.119956958980781e+17
-4145260601063545880,-4145260601063545880,-6872546942144599345,-645584250289067285,6607431762270322325,3750772607644674028,8.99323061563535e+18
-4138575697540914268,-4138575697540914268,-7004749589391210034,216869981229779312,6754313450809254838,3437437537867086722,-8.876785823151614e+18
-4133169317019898816,-4133169317019898816,-4509487968959834430,-7264217791213422584,-8992803137960175254,-5952729859839521828,-8.222568914848295e+18
-4132331404553626868,-4132331404553626868,1507299850679912107,-9076501258717815738,4307433444610636421,-3959242148361340089,-7.539387928750597e+18
-4130193294870737688,-4130193294870737688,2293315701090958124,-1861959619649725543,3823268327704412514,-6499865726739947794,-8.099709040471108e+18
-4127059794203205931,-4127059794203205931,5258604889412591249,-4944551138301474550,-2423593292146522678,2623290164732957912,-3.9201241144548326e+18
-4126288159365354498,-4126288159365354498,-3357295447978726475,-8202212195240926680,5518462222339671372,643905832258297060,4.807410384082534e+18
-4110991218639855802,-4110991218639855802,-8762137947059829459,9207286802575546269,1662917027785920354,4117174730087083056,-3.820497466351869e+18
-4110354420726924665,-4110354420726924665,-8445686000003509032,5274322067107287523,9222265156747237864,-4917007328809735647,6.620060201676471e+18
-4102297002729307038,-4102297002729307038,6868454399455433725,-5017021199558167721,-6999287066519531005,8078873160882064481,2.4350248348450427e+18
-4095842175692097942,-4095842175692097942,-39485845307123560,6514150672874342131,4625350031392752392,8396284143617057811,-8.619131020497897e+17
-4089455027188314262,-4089455027188314262,-8739701156093513292,4776828703162554224,-7876497512693688413,30461094217357731,1.0197069976742107e+18
-4086521633840243549,-4086521633840243549,-817129654810180675,4877833951599818487,-6400214860728938634,3467834993860080188,8.6225972516817e+18
-4084394822880420062,-4084394822880420062,-6397413461412629080,-7542498020532209188,8115033558441775155,-6171950598721418038,-3.10507554786352e+18
-4070929606295451361,-4070929606295451361,5053372977408537204,-3368357500455466403,7973573994178035769,-7685837606421530296,8.789407896263306e+18
-4070599188332885701,-4070599188332885701,-5813211845057621660,-307396946333196366,7458850059926549081,-986193709330758766,-1.249436522568156e+18
-4068545238978420047,-4068545238978420047,5940374562401786524,5681075485882787671,3801658304588389996,-498521148402713730,4.746056663292226e+18
-4050006690189978332,-4050006690189978332,-7371144664961016145,9208127165664287660,-1802980374508081539,-8520302351158933500,8.2193102155876e+18
-4049108709890217048,-4049108709890217048,-8149429101569453081,-1669098707776725430,5165953265902526320,2639926854188906104,-2.3332438574995866e+18
-4037032837327175755,-4037032837327175755,5930806521893160184,3296513714237850943,-2382583983070627054,7578709204835512162,1.0037780073731261e+18
-4029704725707465084,-4029704725707465084,-8992803137960175254,-7264217791213422584,-4133169317019898816,7088167897470452815,7.631327570702153e+18
-4027027091658759481,-4027027091658759481,8589361101754366293,-89955207814154444,-70211258489242437,-5618100784509704440,2.668385070649955e+18
-4024778022934140027,-4024778022934140027,4544213501105457932,3609315114795782005,-3915769742442748515,-2118981143119783447,1.349971382589895e+18
-4024233104105796278,-4024233104105796278,6206342468637502921,4056017896532335209,-7812176982819372240,-1150591229250318592,-6.20767065461484e+18
-3980612444042641628,-3980612444042641628,2335028422423709400,8298709454703868984,8637400873589298078,-5678159351655490918,8.56511598051586e+18
-3978716320611299242,-3978716320611299242,-5610593914683957297,6807042796917367736,4102576381061107965,-2504825704002833401,-6.671934042278757e+17
-3974295763584921518,-3974295763584921518,-1691850508443380568,-569322218183730892,6798386551136144335,-6171950598721418038,5.658615529969625e+18
